"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2195","TC-DASH-14: Error Flow: Server Timeout Fault Tolerance","webkit","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","2417","TC-BP-15: Final Flow: UI State Session Refresh Integrity","firefox","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","2267","TC-DASH-15: Final Flow: UI State Session Refresh Integrity","firefox","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","2386","TC-TX-14: Error Flow: Server Timeout Fault Tolerance","webkit","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2478","TC-BP-13: State Resilience: Asynchronous Interception","firefox","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","308","TC-PROF-07: Security Check: SQL Injection Vectors","firefox","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","350","TC-PROF-02: Negative Handling: Empty Input Matrix","firefox","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","1204","TC-REG-05: Boundary Analysis: Minimum Length Constraints","firefox","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","2386","TC-TX-13: State Resilience: Asynchronous Interception","webkit","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2358","TC-ACC-06: Strict Validation: Duplicate Input Elements","firefox","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","299","TC-PROF-07: Security Check: SQL Injection Vectors","webkit","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","2267","TC-ACC-13: State Resilience: Asynchronous Interception","webkit","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2400","TC-ACC-01: Standard Positive Verification Flow","webkit","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2156","TC-LOAN-08: Security Check: Cross Site Scripting (XSS) [Amount: <script>alert(1)</script>]","chromium","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2247","TC-DASH-11: UI Consistency: Viewport Element Visibility","firefox","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","2008","TC-ACC-14: Error Flow: Server Timeout Fault Tolerance","chromium","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2891","TC-BP-03: Negative Handling: Special Characters Bounds","chromium","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","1974","TC-DASH-12: UI Consistency: Rigid Structural Alignment","chromium","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","2330","TC-ACC-12: UI Consistency: Rigid Structural Alignment","webkit","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","311","TC-PROF-15: Final Flow: UI State Session Refresh Integrity","webkit","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","2341","TC-FIND-10: Data Formats: White Spaces Trimming","webkit","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","2355","TC-LOAN-15: Final Flow: UI State Session Refresh Integrity [Amount: 60000]","webkit","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2542","TC-TX-07: Security Check: SQL Injection Vectors","firefox","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2360","TC-TX-04: Boundary Analysis: Maximum Field Thresholds","firefox","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2353","TC-LOAN-10: Data Formats: White Spaces Trimming [Amount: 15000 ]","webkit","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","3242","TC-FIND-09: Data Formats: Numerical Constraints Check","firefox","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","2641","TC-FIND-13: State Resilience: Asynchronous Interception","chromium","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","1183","TC-REG-03: Negative Handling: Special Characters Bounds","chromium","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","1922","TC-ACC-13: State Resilience: Asynchronous Interception","chromium","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","92","TC-PROF-11: UI Consistency: Viewport Element Visibility","chromium","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","2216","TC-DASH-10: Data Formats: White Spaces Trimming","webkit","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","1872","TC-FIND-03: Negative Handling: Special Characters Bounds","chromium","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","1938","TC-DASH-01: Standard Positive Verification Flow","chromium","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","2357","TC-LOAN-11: UI Consistency: Viewport Element Visibility [Amount: 25000]","webkit","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2337","TC-ACC-04: Boundary Analysis: Maximum Field Thresholds","firefox","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","311","TC-PROF-11: UI Consistency: Viewport Element Visibility","webkit","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","1887","TC-LOAN-15: Final Flow: UI State Session Refresh Integrity [Amount: 60000]","chromium","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","305","TC-PROF-11: UI Consistency: Viewport Element Visibility","firefox","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","2421","TC-TX-07: Security Check: SQL Injection Vectors","webkit","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2501","TC-LOAN-05: Boundary Analysis: Minimum Length Constraints [Amount: 1]","webkit","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2833","TC-LOAN-07: Security Check: SQL Injection Vectors [Amount: 1000' OR '1'='1]","chromium","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","1138","TC-REG-10: Data Formats: White Spaces Trimming","webkit","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","2535","TC-FIND-14: Error Flow: Server Timeout Fault Tolerance","firefox","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","2370","TC-TX-09: Data Formats: Numerical Constraints Check","firefox","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2316","TC-ACC-09: Data Formats: Numerical Constraints Check","webkit","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2319","TC-TX-12: UI Consistency: Rigid Structural Alignment","firefox","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","1259","TC-REG-04: Boundary Analysis: Maximum Field Thresholds","webkit","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","1704","TC-TX-01: Standard Positive Verification Flow","chromium","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2356","TC-BP-14: Error Flow: Server Timeout Fault Tolerance","webkit","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","1774","TC-TX-14: Error Flow: Server Timeout Fault Tolerance","chromium","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2315","TC-DASH-10: Data Formats: White Spaces Trimming","firefox","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","2415","TC-BP-13: State Resilience: Asynchronous Interception","webkit","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","1806","TC-LOAN-14: Error Flow: Server Timeout Fault Tolerance [Amount: 50000]","chromium","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","318","TC-PROF-09: Data Formats: Numerical Constraints Check","webkit","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","2510","TC-LOAN-15: Final Flow: UI State Session Refresh Integrity [Amount: 60000]","firefox","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","1257","TC-REG-12: UI Consistency: Rigid Structural Alignment","firefox","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","2420","TC-BP-11: UI Consistency: Viewport Element Visibility","webkit","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","2322","TC-TX-08: Security Check: Cross Site Scripting (XSS)","firefox","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2522","TC-BP-10: Data Formats: White Spaces Trimming","firefox","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","2284","TC-ACC-11: UI Consistency: Viewport Element Visibility","webkit","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2373","TC-FIND-15: Final Flow: UI State Session Refresh Integrity","firefox","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","2407","TC-TX-15: Final Flow: UI State Session Refresh Integrity","webkit","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2297","TC-ACC-02: Negative Handling: Empty Input Matrix","webkit","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","4453","TC-LOAN-06: Strict Validation: Duplicate Input Elements [Amount: 5000]","firefox","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2435","TC-TX-05: Boundary Analysis: Minimum Length Constraints","webkit","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2515","TC-BP-02: Negative Handling: Empty Input Matrix","webkit","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","2315","TC-FIND-14: Error Flow: Server Timeout Fault Tolerance","webkit","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","306","TC-PROF-10: Data Formats: White Spaces Trimming","firefox","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","1103","TC-REG-11: UI Consistency: Viewport Element Visibility","chromium","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","2347","TC-FIND-03: Negative Handling: Special Characters Bounds","webkit","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","1971","TC-BP-13: State Resilience: Asynchronous Interception","chromium","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","1991","TC-TX-03: Negative Handling: Special Characters Bounds","chromium","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2588","TC-BP-08: Security Check: Cross Site Scripting (XSS)","firefox","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","2540","TC-ACC-08: Security Check: Cross Site Scripting (XSS)","firefox","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2091","TC-LOAN-10: Data Formats: White Spaces Trimming [Amount: 15000 ]","chromium","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2326","TC-LOAN-12: UI Consistency: Rigid Structural Alignment [Amount: 30000]","webkit","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","971","TC-REG-10: Data Formats: White Spaces Trimming","chromium","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","3649","TC-LOAN-07: Security Check: SQL Injection Vectors [Amount: 1000' OR '1'='1]","firefox","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2250","TC-DASH-05: Boundary Analysis: Minimum Length Constraints","firefox","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","4544","TC-FIND-08: Security Check: Cross Site Scripting (XSS)","firefox","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","1446","TC-REG-07: Security Check: SQL Injection Vectors","webkit","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","1889","TC-FIND-09: Data Formats: Numerical Constraints Check","chromium","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","2863","TC-FIND-06: Strict Validation: Duplicate Input Elements","firefox","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","530","TC-PROF-05: Boundary Analysis: Minimum Length Constraints","firefox","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
"","2597","TC-LOAN-11: UI Consistency: Viewport Element Visibility [Amount: 25000]","firefox","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2868","TC-LOAN-08: Security Check: Cross Site Scripting (XSS) [Amount: <script>alert(1)</script>]","firefox","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2317","TC-ACC-01: Standard Positive Verification Flow","firefox","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2024","TC-TX-09: Data Formats: Numerical Constraints Check","chromium","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2468","TC-TX-03: Negative Handling: Special Characters Bounds","webkit","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","2315","TC-ACC-08: Security Check: Cross Site Scripting (XSS)","webkit","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","1754","TC-LOAN-09: Data Formats: Numerical Constraints Check [Amount: Ten Thousand]","chromium","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2003","TC-ACC-09: Data Formats: Numerical Constraints Check","chromium","2026-05-29","passed","2026-05-29","Service 2: Open New Bank Account - 15 Parametric Scenarios","02_newAccount.spec.js","",""
"","2121","TC-FIND-08: Security Check: Cross Site Scripting (XSS)","chromium","2026-05-29","passed","2026-05-29","Service 6: Advanced Find Transactions Filter - 15 Parametric Scenarios","06_findTransactions.spec.js","",""
"","1758","TC-DASH-04: Boundary Analysis: Maximum Field Thresholds","chromium","2026-05-29","passed","2026-05-29","Service 3: Accounts Overview Balance Grid - 15 Parametric Scenarios","03_accountsOverview.spec.js","",""
"","2037","TC-REG-08: Security Check: Cross Site Scripting (XSS)","chromium","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","2274","TC-BP-04: Boundary Analysis: Maximum Field Thresholds","chromium","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","2331","TC-LOAN-10: Data Formats: White Spaces Trimming [Amount: 15000 ]","firefox","2026-05-29","passed","2026-05-29","Service 8: Request Loan Service - Full 15 Parametric Test Matrix","08_requestLoan.spec.js","",""
"","2318","TC-TX-04: Boundary Analysis: Maximum Field Thresholds","webkit","2026-05-29","passed","2026-05-29","Service 4: Account-to-Account Transfer Funds - 15 Parametric Scenarios","04_transferFunds.spec.js","",""
"","1074","TC-REG-09: Data Formats: Numerical Constraints Check","firefox","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","2478","TC-BP-01: Standard Positive Verification Flow","webkit","2026-05-29","passed","2026-05-29","Service 5: Utility Bill Payment Service - 15 Parametric Scenarios","05_billPay.spec.js","",""
"","873","TC-REG-15: Final Flow: UI State Session Refresh Integrity","chromium","2026-05-29","passed","2026-05-29","Service 1: Authentication & User Registration - 15 Parametric Scenarios","01_login.spec.js","",""
"","92","TC-PROF-10: Data Formats: White Spaces Trimming","chromium","2026-05-29","passed","2026-05-29","Service 7: Update Profile Contact Information - 15 Parametric Scenarios","07_updateProfile.spec.js","",""
